"ID","EntityType","Amount of Goods","Amount of Containers","Status","Amount of Handling Units","Weight","Departure Date","timestamp","ENTITY_ID",":LABEL","id:ID"
"(co110,1970-01-01 00:00:00+00:00)","Customer Order","850.0","","","","","","1970-01-01 00:00:00+00:00","co110","SNAPSHOT","49282"
"(co111,1970-01-01 00:00:00+00:00)","Customer Order","1250.0","","","","","","1970-01-01 00:00:00+00:00","co111","SNAPSHOT","49283"
"(co112,1970-01-01 00:00:00+00:00)","Customer Order","1250.0","","","","","","1970-01-01 00:00:00+00:00","co112","SNAPSHOT","49284"
"(co113,1970-01-01 00:00:00+00:00)","Customer Order","450.0","","","","","","1970-01-01 00:00:00+00:00","co113","SNAPSHOT","49285"
"(co114,1970-01-01 00:00:00+00:00)","Customer Order","1200.0","","","","","","1970-01-01 00:00:00+00:00","co114","SNAPSHOT","49286"
"(co115,1970-01-01 00:00:00+00:00)","Customer Order","1250.0","","","","","","1970-01-01 00:00:00+00:00","co115","SNAPSHOT","49287"
"(co116,1970-01-01 00:00:00+00:00)","Customer Order","1300.0","","","","","","1970-01-01 00:00:00+00:00","co116","SNAPSHOT","49288"
"(co117,1970-01-01 00:00:00+00:00)","Customer Order","350.0","","","","","","1970-01-01 00:00:00+00:00","co117","SNAPSHOT","49289"
"(co118,1970-01-01 00:00:00+00:00)","Customer Order","700.0","","","","","","1970-01-01 00:00:00+00:00","co118","SNAPSHOT","49290"
"(co119,1970-01-01 00:00:00+00:00)","Customer Order","1350.0","","","","","","1970-01-01 00:00:00+00:00","co119","SNAPSHOT","49291"
"(co12,1970-01-01 00:00:00+00:00)","Customer Order","500.0","","","","","","1970-01-01 00:00:00+00:00","co12","SNAPSHOT","49292"
"(co120,1970-01-01 00:00:00+00:00)","Customer Order","1150.0","","","","","","1970-01-01 00:00:00+00:00","co120","SNAPSHOT","49293"
"(co121,1970-01-01 00:00:00+00:00)","Customer Order","350.0","","","","","","1970-01-01 00:00:00+00:00","co121","SNAPSHOT","49294"
"(co122,1970-01-01 00:00:00+00:00)","Customer Order","1200.0","","","","","","1970-01-01 00:00:00+00:00","co122","SNAPSHOT","49295"
"(co123,1970-01-01 00:00:00+00:00)","Customer Order","1200.0","","","","","","1970-01-01 00:00:00+00:00","co123","SNAPSHOT","49296"
"(co124,1970-01-01 00:00:00+00:00)","Customer Order","850.0","","","","","","1970-01-01 00:00:00+00:00","co124","SNAPSHOT","49297"
"(co125,1970-01-01 00:00:00+00:00)","Customer Order","550.0","","","","","","1970-01-01 00:00:00+00:00","co125","SNAPSHOT","49298"
"(co126,1970-01-01 00:00:00+00:00)","Customer Order","1350.0","","","","","","1970-01-01 00:00:00+00:00","co126","SNAPSHOT","49299"
"(co127,1970-01-01 00:00:00+00:00)","Customer Order","750.0","","","","","","1970-01-01 00:00:00+00:00","co127","SNAPSHOT","49300"
"(co128,1970-01-01 00:00:00+00:00)","Customer Order","1000.0","","","","","","1970-01-01 00:00:00+00:00","co128","SNAPSHOT","49301"
"(co129,1970-01-01 00:00:00+00:00)","Customer Order","1450.0","","","","","","1970-01-01 00:00:00+00:00","co129","SNAPSHOT","49302"
"(co13,1970-01-01 00:00:00+00:00)","Customer Order","1100.0","","","","","","1970-01-01 00:00:00+00:00","co13","SNAPSHOT","49303"
"(co130,1970-01-01 00:00:00+00:00)","Customer Order","1050.0","","","","","","1970-01-01 00:00:00+00:00","co130","SNAPSHOT","49304"
"(co131,1970-01-01 00:00:00+00:00)","Customer Order","800.0","","","","","","1970-01-01 00:00:00+00:00","co131","SNAPSHOT","49305"
"(co132,1970-01-01 00:00:00+00:00)","Customer Order","400.0","","","","","","1970-01-01 00:00:00+00:00","co132","SNAPSHOT","49306"
"(co133,1970-01-01 00:00:00+00:00)","Customer Order","850.0","","","","","","1970-01-01 00:00:00+00:00","co133","SNAPSHOT","49307"
"(co134,1970-01-01 00:00:00+00:00)","Customer Order","1300.0","","","","","","1970-01-01 00:00:00+00:00","co134","SNAPSHOT","49308"
"(co135,1970-01-01 00:00:00+00:00)","Customer Order","750.0","","","","","","1970-01-01 00:00:00+00:00","co135","SNAPSHOT","49309"
"(co136,1970-01-01 00:00:00+00:00)","Customer Order","650.0","","","","","","1970-01-01 00:00:00+00:00","co136","SNAPSHOT","49310"
"(co137,1970-01-01 00:00:00+00:00)","Customer Order","950.0","","","","","","1970-01-01 00:00:00+00:00","co137","SNAPSHOT","49311"
"(co138,1970-01-01 00:00:00+00:00)","Customer Order","450.0","","","","","","1970-01-01 00:00:00+00:00","co138","SNAPSHOT","49312"
"(co139,1970-01-01 00:00:00+00:00)","Customer Order","1400.0","","","","","","1970-01-01 00:00:00+00:00","co139","SNAPSHOT","49313"
"(co14,1970-01-01 00:00:00+00:00)","Customer Order","1100.0","","","","","","1970-01-01 00:00:00+00:00","co14","SNAPSHOT","49314"
"(co140,1970-01-01 00:00:00+00:00)","Customer Order","600.0","","","","","","1970-01-01 00:00:00+00:00","co140","SNAPSHOT","49315"
"(co141,1970-01-01 00:00:00+00:00)","Customer Order","1150.0","","","","","","1970-01-01 00:00:00+00:00","co141","SNAPSHOT","49316"
"(co142,1970-01-01 00:00:00+00:00)","Customer Order","800.0","","","","","","1970-01-01 00:00:00+00:00","co142","SNAPSHOT","49317"
"(co143,1970-01-01 00:00:00+00:00)","Customer Order","1400.0","","","","","","1970-01-01 00:00:00+00:00","co143","SNAPSHOT","49318"
"(co144,1970-01-01 00:00:00+00:00)","Customer Order","600.0","","","","","","1970-01-01 00:00:00+00:00","co144","SNAPSHOT","49319"
"(co145,1970-01-01 00:00:00+00:00)","Customer Order","1100.0","","","","","","1970-01-01 00:00:00+00:00","co145","SNAPSHOT","49320"
"(co146,1970-01-01 00:00:00+00:00)","Customer Order","350.0","","","","","","1970-01-01 00:00:00+00:00","co146","SNAPSHOT","49321"
"(co147,1970-01-01 00:00:00+00:00)","Customer Order","1200.0","","","","","","1970-01-01 00:00:00+00:00","co147","SNAPSHOT","49322"
"(co148,1970-01-01 00:00:00+00:00)","Customer Order","800.0","","","","","","1970-01-01 00:00:00+00:00","co148","SNAPSHOT","49323"
"(co149,1970-01-01 00:00:00+00:00)","Customer Order","450.0","","","","","","1970-01-01 00:00:00+00:00","co149","SNAPSHOT","49324"
"(co15,1970-01-01 00:00:00+00:00)","Customer Order","850.0","","","","","","1970-01-01 00:00:00+00:00","co15","SNAPSHOT","49325"
"(co150,1970-01-01 00:00:00+00:00)","Customer Order","350.0","","","","","","1970-01-01 00:00:00+00:00","co150","SNAPSHOT","49326"
"(co151,1970-01-01 00:00:00+00:00)","Customer Order","1400.0","","","","","","1970-01-01 00:00:00+00:00","co151","SNAPSHOT","49327"
"(co152,1970-01-01 00:00:00+00:00)","Customer Order","1050.0","","","","","","1970-01-01 00:00:00+00:00","co152","SNAPSHOT","49328"
"(co153,1970-01-01 00:00:00+00:00)","Customer Order","800.0","","","","","","1970-01-01 00:00:00+00:00","co153","SNAPSHOT","49329"
"(co154,1970-01-01 00:00:00+00:00)","Customer Order","650.0","","","","","","1970-01-01 00:00:00+00:00","co154","SNAPSHOT","49330"
"(co155,1970-01-01 00:00:00+00:00)","Customer Order","1200.0","","","","","","1970-01-01 00:00:00+00:00","co155","SNAPSHOT","49331"
"(co156,1970-01-01 00:00:00+00:00)","Customer Order","700.0","","","","","","1970-01-01 00:00:00+00:00","co156","SNAPSHOT","49332"
"(co157,1970-01-01 00:00:00+00:00)","Customer Order","950.0","","","","","","1970-01-01 00:00:00+00:00","co157","SNAPSHOT","49333"
"(co158,1970-01-01 00:00:00+00:00)","Customer Order","300.0","","","","","","1970-01-01 00:00:00+00:00","co158","SNAPSHOT","49334"
"(co159,1970-01-01 00:00:00+00:00)","Customer Order","600.0","","","","","","1970-01-01 00:00:00+00:00","co159","SNAPSHOT","49335"
"(co16,1970-01-01 00:00:00+00:00)","Customer Order","1250.0","","","","","","1970-01-01 00:00:00+00:00","co16","SNAPSHOT","49336"
"(co160,1970-01-01 00:00:00+00:00)","Customer Order","350.0","","","","","","1970-01-01 00:00:00+00:00","co160","SNAPSHOT","49337"
"(co161,1970-01-01 00:00:00+00:00)","Customer Order","1200.0","","","","","","1970-01-01 00:00:00+00:00","co161","SNAPSHOT","49338"
"(co162,1970-01-01 00:00:00+00:00)","Customer Order","600.0","","","","","","1970-01-01 00:00:00+00:00","co162","SNAPSHOT","49339"
"(co163,1970-01-01 00:00:00+00:00)","Customer Order","1300.0","","","","","","1970-01-01 00:00:00+00:00","co163","SNAPSHOT","49340"
"(co164,1970-01-01 00:00:00+00:00)","Customer Order","1200.0","","","","","","1970-01-01 00:00:00+00:00","co164","SNAPSHOT","49341"
"(co165,1970-01-01 00:00:00+00:00)","Customer Order","550.0","","","","","","1970-01-01 00:00:00+00:00","co165","SNAPSHOT","49342"
"(co166,1970-01-01 00:00:00+00:00)","Customer Order","400.0","","","","","","1970-01-01 00:00:00+00:00","co166","SNAPSHOT","49343"
"(co167,1970-01-01 00:00:00+00:00)","Customer Order","1150.0","","","","","","1970-01-01 00:00:00+00:00","co167","SNAPSHOT","49344"
"(co168,1970-01-01 00:00:00+00:00)","Customer Order","1250.0","","","","","","1970-01-01 00:00:00+00:00","co168","SNAPSHOT","49345"
"(co169,1970-01-01 00:00:00+00:00)","Customer Order","1050.0","","","","","","1970-01-01 00:00:00+00:00","co169","SNAPSHOT","49346"
"(co17,1970-01-01 00:00:00+00:00)","Customer Order","900.0","","","","","","1970-01-01 00:00:00+00:00","co17","SNAPSHOT","49347"
"(co170,1970-01-01 00:00:00+00:00)","Customer Order","1150.0","","","","","","1970-01-01 00:00:00+00:00","co170","SNAPSHOT","49348"
"(co171,1970-01-01 00:00:00+00:00)","Customer Order","350.0","","","","","","1970-01-01 00:00:00+00:00","co171","SNAPSHOT","49349"
"(co172,1970-01-01 00:00:00+00:00)","Customer Order","400.0","","","","","","1970-01-01 00:00:00+00:00","co172","SNAPSHOT","49350"
"(co173,1970-01-01 00:00:00+00:00)","Customer Order","950.0","","","","","","1970-01-01 00:00:00+00:00","co173","SNAPSHOT","49351"
"(co174,1970-01-01 00:00:00+00:00)","Customer Order","1100.0","","","","","","1970-01-01 00:00:00+00:00","co174","SNAPSHOT","49352"
"(co175,1970-01-01 00:00:00+00:00)","Customer Order","1100.0","","","","","","1970-01-01 00:00:00+00:00","co175","SNAPSHOT","49353"
"(co176,1970-01-01 00:00:00+00:00)","Customer Order","1300.0","","","","","","1970-01-01 00:00:00+00:00","co176","SNAPSHOT","49354"
"(co177,1970-01-01 00:00:00+00:00)","Customer Order","750.0","","","","","","1970-01-01 00:00:00+00:00","co177","SNAPSHOT","49355"
"(co178,1970-01-01 00:00:00+00:00)","Customer Order","700.0","","","","","","1970-01-01 00:00:00+00:00","co178","SNAPSHOT","49356"
"(co179,1970-01-01 00:00:00+00:00)","Customer Order","1150.0","","","","","","1970-01-01 00:00:00+00:00","co179","SNAPSHOT","49357"
"(co18,1970-01-01 00:00:00+00:00)","Customer Order","300.0","","","","","","1970-01-01 00:00:00+00:00","co18","SNAPSHOT","49358"
"(co180,1970-01-01 00:00:00+00:00)","Customer Order","950.0","","","","","","1970-01-01 00:00:00+00:00","co180","SNAPSHOT","49359"
"(co181,1970-01-01 00:00:00+00:00)","Customer Order","300.0","","","","","","1970-01-01 00:00:00+00:00","co181","SNAPSHOT","49360"
"(co182,1970-01-01 00:00:00+00:00)","Customer Order","450.0","","","","","","1970-01-01 00:00:00+00:00","co182","SNAPSHOT","49361"
"(co183,1970-01-01 00:00:00+00:00)","Customer Order","1400.0","","","","","","1970-01-01 00:00:00+00:00","co183","SNAPSHOT","49362"
"(co184,1970-01-01 00:00:00+00:00)","Customer Order","1250.0","","","","","","1970-01-01 00:00:00+00:00","co184","SNAPSHOT","49363"
"(co185,1970-01-01 00:00:00+00:00)","Customer Order","600.0","","","","","","1970-01-01 00:00:00+00:00","co185","SNAPSHOT","49364"
"(co186,1970-01-01 00:00:00+00:00)","Customer Order","700.0","","","","","","1970-01-01 00:00:00+00:00","co186","SNAPSHOT","49365"
"(co187,1970-01-01 00:00:00+00:00)","Customer Order","800.0","","","","","","1970-01-01 00:00:00+00:00","co187","SNAPSHOT","49366"
"(co188,1970-01-01 00:00:00+00:00)","Customer Order","550.0","","","","","","1970-01-01 00:00:00+00:00","co188","SNAPSHOT","49367"
"(co189,1970-01-01 00:00:00+00:00)","Customer Order","1400.0","","","","","","1970-01-01 00:00:00+00:00","co189","SNAPSHOT","49368"
"(co19,1970-01-01 00:00:00+00:00)","Customer Order","1000.0","","","","","","1970-01-01 00:00:00+00:00","co19","SNAPSHOT","49369"
"(co190,1970-01-01 00:00:00+00:00)","Customer Order","1100.0","","","","","","1970-01-01 00:00:00+00:00","co190","SNAPSHOT","49370"
"(co191,1970-01-01 00:00:00+00:00)","Customer Order","1350.0","","","","","","1970-01-01 00:00:00+00:00","co191","SNAPSHOT","49371"
"(co192,1970-01-01 00:00:00+00:00)","Customer Order","900.0","","","","","","1970-01-01 00:00:00+00:00","co192","SNAPSHOT","49372"
"(co193,1970-01-01 00:00:00+00:00)","Customer Order","1050.0","","","","","","1970-01-01 00:00:00+00:00","co193","SNAPSHOT","49373"
"(co194,1970-01-01 00:00:00+00:00)","Customer Order","550.0","","","","","","1970-01-01 00:00:00+00:00","co194","SNAPSHOT","49374"
"(co195,1970-01-01 00:00:00+00:00)","Customer Order","450.0","","","","","","1970-01-01 00:00:00+00:00","co195","SNAPSHOT","49375"
"(co196,1970-01-01 00:00:00+00:00)","Customer Order","1250.0","","","","","","1970-01-01 00:00:00+00:00","co196","SNAPSHOT","49376"
"(co197,1970-01-01 00:00:00+00:00)","Customer Order","600.0","","","","","","1970-01-01 00:00:00+00:00","co197","SNAPSHOT","49377"
"(co198,1970-01-01 00:00:00+00:00)","Customer Order","1350.0","","","","","","1970-01-01 00:00:00+00:00","co198","SNAPSHOT","49378"
"(co199,1970-01-01 00:00:00+00:00)","Customer Order","850.0","","","","","","1970-01-01 00:00:00+00:00","co199","SNAPSHOT","49379"
"(co2,1970-01-01 00:00:00+00:00)","Customer Order","1300.0","","","","","","1970-01-01 00:00:00+00:00","co2","SNAPSHOT","49380"
"(co20,1970-01-01 00:00:00+00:00)","Customer Order","1500.0","","","","","","1970-01-01 00:00:00+00:00","co20","SNAPSHOT","49381"
"(co200,1970-01-01 00:00:00+00:00)","Customer Order","650.0","","","","","","1970-01-01 00:00:00+00:00","co200","SNAPSHOT","49382"
"(co201,1970-01-01 00:00:00+00:00)","Customer Order","300.0","","","","","","1970-01-01 00:00:00+00:00","co201","SNAPSHOT","49383"
"(co202,1970-01-01 00:00:00+00:00)","Customer Order","600.0","","","","","","1970-01-01 00:00:00+00:00","co202","SNAPSHOT","49384"
"(co203,1970-01-01 00:00:00+00:00)","Customer Order","1200.0","","","","","","1970-01-01 00:00:00+00:00","co203","SNAPSHOT","49385"
"(co204,1970-01-01 00:00:00+00:00)","Customer Order","1400.0","","","","","","1970-01-01 00:00:00+00:00","co204","SNAPSHOT","49386"
"(co205,1970-01-01 00:00:00+00:00)","Customer Order","700.0","","","","","","1970-01-01 00:00:00+00:00","co205","SNAPSHOT","49387"
"(co206,1970-01-01 00:00:00+00:00)","Customer Order","950.0","","","","","","1970-01-01 00:00:00+00:00","co206","SNAPSHOT","49388"
"(co207,1970-01-01 00:00:00+00:00)","Customer Order","850.0","","","","","","1970-01-01 00:00:00+00:00","co207","SNAPSHOT","49389"
"(co208,1970-01-01 00:00:00+00:00)","Customer Order","1250.0","","","","","","1970-01-01 00:00:00+00:00","co208","SNAPSHOT","49390"
"(co209,1970-01-01 00:00:00+00:00)","Customer Order","1050.0","","","","","","1970-01-01 00:00:00+00:00","co209","SNAPSHOT","49391"
"(co21,1970-01-01 00:00:00+00:00)","Customer Order","1100.0","","","","","","1970-01-01 00:00:00+00:00","co21","SNAPSHOT","49392"
"(co210,1970-01-01 00:00:00+00:00)","Customer Order","550.0","","","","","","1970-01-01 00:00:00+00:00","co210","SNAPSHOT","49393"
"(co211,1970-01-01 00:00:00+00:00)","Customer Order","350.0","","","","","","1970-01-01 00:00:00+00:00","co211","SNAPSHOT","49394"
"(co212,1970-01-01 00:00:00+00:00)","Customer Order","1050.0","","","","","","1970-01-01 00:00:00+00:00","co212","SNAPSHOT","49395"
"(co213,1970-01-01 00:00:00+00:00)","Customer Order","1350.0","","","","","","1970-01-01 00:00:00+00:00","co213","SNAPSHOT","49396"
"(co214,1970-01-01 00:00:00+00:00)","Customer Order","600.0","","","","","","1970-01-01 00:00:00+00:00","co214","SNAPSHOT","49397"
"(co215,1970-01-01 00:00:00+00:00)","Customer Order","650.0","","","","","","1970-01-01 00:00:00+00:00","co215","SNAPSHOT","49398"
"(co216,1970-01-01 00:00:00+00:00)","Customer Order","1300.0","","","","","","1970-01-01 00:00:00+00:00","co216","SNAPSHOT","49399"
"(co217,1970-01-01 00:00:00+00:00)","Customer Order","1200.0","","","","","","1970-01-01 00:00:00+00:00","co217","SNAPSHOT","49400"
"(co218,1970-01-01 00:00:00+00:00)","Customer Order","950.0","","","","","","1970-01-01 00:00:00+00:00","co218","SNAPSHOT","49401"
"(co219,1970-01-01 00:00:00+00:00)","Customer Order","1350.0","","","","","","1970-01-01 00:00:00+00:00","co219","SNAPSHOT","49402"
"(co22,1970-01-01 00:00:00+00:00)","Customer Order","1100.0","","","","","","1970-01-01 00:00:00+00:00","co22","SNAPSHOT","49403"
"(co220,1970-01-01 00:00:00+00:00)","Customer Order","650.0","","","","","","1970-01-01 00:00:00+00:00","co220","SNAPSHOT","49404"
"(co221,1970-01-01 00:00:00+00:00)","Customer Order","1350.0","","","","","","1970-01-01 00:00:00+00:00","co221","SNAPSHOT","49405"
"(co222,1970-01-01 00:00:00+00:00)","Customer Order","400.0","","","","","","1970-01-01 00:00:00+00:00","co222","SNAPSHOT","49406"
"(co223,1970-01-01 00:00:00+00:00)","Customer Order","850.0","","","","","","1970-01-01 00:00:00+00:00","co223","SNAPSHOT","49407"
"(co224,1970-01-01 00:00:00+00:00)","Customer Order","1050.0","","","","","","1970-01-01 00:00:00+00:00","co224","SNAPSHOT","49408"
"(co225,1970-01-01 00:00:00+00:00)","Customer Order","900.0","","","","","","1970-01-01 00:00:00+00:00","co225","SNAPSHOT","49409"
"(co226,1970-01-01 00:00:00+00:00)","Customer Order","1500.0","","","","","","1970-01-01 00:00:00+00:00","co226","SNAPSHOT","49410"
"(co227,1970-01-01 00:00:00+00:00)","Customer Order","1450.0","","","","","","1970-01-01 00:00:00+00:00","co227","SNAPSHOT","49411"
"(co228,1970-01-01 00:00:00+00:00)","Customer Order","850.0","","","","","","1970-01-01 00:00:00+00:00","co228","SNAPSHOT","49412"
"(co229,1970-01-01 00:00:00+00:00)","Customer Order","400.0","","","","","","1970-01-01 00:00:00+00:00","co229","SNAPSHOT","49413"
"(co23,1970-01-01 00:00:00+00:00)","Customer Order","1350.0","","","","","","1970-01-01 00:00:00+00:00","co23","SNAPSHOT","49414"
"(co230,1970-01-01 00:00:00+00:00)","Customer Order","750.0","","","","","","1970-01-01 00:00:00+00:00","co230","SNAPSHOT","49415"
"(co231,1970-01-01 00:00:00+00:00)","Customer Order","1350.0","","","","","","1970-01-01 00:00:00+00:00","co231","SNAPSHOT","49416"
"(co232,1970-01-01 00:00:00+00:00)","Customer Order","300.0","","","","","","1970-01-01 00:00:00+00:00","co232","SNAPSHOT","49417"
"(co233,1970-01-01 00:00:00+00:00)","Customer Order","1450.0","","","","","","1970-01-01 00:00:00+00:00","co233","SNAPSHOT","49418"
"(co234,1970-01-01 00:00:00+00:00)","Customer Order","1100.0","","","","","","1970-01-01 00:00:00+00:00","co234","SNAPSHOT","49419"
"(co235,1970-01-01 00:00:00+00:00)","Customer Order","800.0","","","","","","1970-01-01 00:00:00+00:00","co235","SNAPSHOT","49420"
"(co236,1970-01-01 00:00:00+00:00)","Customer Order","400.0","","","","","","1970-01-01 00:00:00+00:00","co236","SNAPSHOT","49421"
"(co237,1970-01-01 00:00:00+00:00)","Customer Order","1400.0","","","","","","1970-01-01 00:00:00+00:00","co237","SNAPSHOT","49422"
"(co238,1970-01-01 00:00:00+00:00)","Customer Order","1450.0","","","","","","1970-01-01 00:00:00+00:00","co238","SNAPSHOT","49423"
"(co239,1970-01-01 00:00:00+00:00)","Customer Order","1200.0","","","","","","1970-01-01 00:00:00+00:00","co239","SNAPSHOT","49424"
"(co24,1970-01-01 00:00:00+00:00)","Customer Order","500.0","","","","","","1970-01-01 00:00:00+00:00","co24","SNAPSHOT","49425"
"(co240,1970-01-01 00:00:00+00:00)","Customer Order","350.0","","","","","","1970-01-01 00:00:00+00:00","co240","SNAPSHOT","49426"
"(co241,1970-01-01 00:00:00+00:00)","Customer Order","1350.0","","","","","","1970-01-01 00:00:00+00:00","co241","SNAPSHOT","49427"
"(co242,1970-01-01 00:00:00+00:00)","Customer Order","600.0","","","","","","1970-01-01 00:00:00+00:00","co242","SNAPSHOT","49428"
"(co243,1970-01-01 00:00:00+00:00)","Customer Order","600.0","","","","","","1970-01-01 00:00:00+00:00","co243","SNAPSHOT","49429"
"(co244,1970-01-01 00:00:00+00:00)","Customer Order","1400.0","","","","","","1970-01-01 00:00:00+00:00","co244","SNAPSHOT","49430"
"(co245,1970-01-01 00:00:00+00:00)","Customer Order","1200.0","","","","","","1970-01-01 00:00:00+00:00","co245","SNAPSHOT","49431"
"(co246,1970-01-01 00:00:00+00:00)","Customer Order","500.0","","","","","","1970-01-01 00:00:00+00:00","co246","SNAPSHOT","49432"
"(co247,1970-01-01 00:00:00+00:00)","Customer Order","800.0","","","","","","1970-01-01 00:00:00+00:00","co247","SNAPSHOT","49433"
"(co248,1970-01-01 00:00:00+00:00)","Customer Order","700.0","","","","","","1970-01-01 00:00:00+00:00","co248","SNAPSHOT","49434"
"(co249,1970-01-01 00:00:00+00:00)","Customer Order","1400.0","","","","","","1970-01-01 00:00:00+00:00","co249","SNAPSHOT","49435"
"(co25,1970-01-01 00:00:00+00:00)","Customer Order","950.0","","","","","","1970-01-01 00:00:00+00:00","co25","SNAPSHOT","49436"
"(co250,1970-01-01 00:00:00+00:00)","Customer Order","900.0","","","","","","1970-01-01 00:00:00+00:00","co250","SNAPSHOT","49437"
"(co251,1970-01-01 00:00:00+00:00)","Customer Order","800.0","","","","","","1970-01-01 00:00:00+00:00","co251","SNAPSHOT","49438"
"(co252,1970-01-01 00:00:00+00:00)","Customer Order","1500.0","","","","","","1970-01-01 00:00:00+00:00","co252","SNAPSHOT","49439"
"(co253,1970-01-01 00:00:00+00:00)","Customer Order","350.0","","","","","","1970-01-01 00:00:00+00:00","co253","SNAPSHOT","49440"
"(co254,1970-01-01 00:00:00+00:00)","Customer Order","1050.0","","","","","","1970-01-01 00:00:00+00:00","co254","SNAPSHOT","49441"
"(co255,1970-01-01 00:00:00+00:00)","Customer Order","550.0","","","","","","1970-01-01 00:00:00+00:00","co255","SNAPSHOT","49442"
"(co256,1970-01-01 00:00:00+00:00)","Customer Order","650.0","","","","","","1970-01-01 00:00:00+00:00","co256","SNAPSHOT","49443"
"(co257,1970-01-01 00:00:00+00:00)","Customer Order","650.0","","","","","","1970-01-01 00:00:00+00:00","co257","SNAPSHOT","49444"
"(co258,1970-01-01 00:00:00+00:00)","Customer Order","1400.0","","","","","","1970-01-01 00:00:00+00:00","co258","SNAPSHOT","49445"
"(co259,1970-01-01 00:00:00+00:00)","Customer Order","1000.0","","","","","","1970-01-01 00:00:00+00:00","co259","SNAPSHOT","49446"
"(co26,1970-01-01 00:00:00+00:00)","Customer Order","1000.0","","","","","","1970-01-01 00:00:00+00:00","co26","SNAPSHOT","49447"
"(co260,1970-01-01 00:00:00+00:00)","Customer Order","1350.0","","","","","","1970-01-01 00:00:00+00:00","co260","SNAPSHOT","49448"
"(co261,1970-01-01 00:00:00+00:00)","Customer Order","500.0","","","","","","1970-01-01 00:00:00+00:00","co261","SNAPSHOT","49449"
"(co262,1970-01-01 00:00:00+00:00)","Customer Order","1100.0","","","","","","1970-01-01 00:00:00+00:00","co262","SNAPSHOT","49450"
"(co263,1970-01-01 00:00:00+00:00)","Customer Order","1450.0","","","","","","1970-01-01 00:00:00+00:00","co263","SNAPSHOT","49451"
"(co264,1970-01-01 00:00:00+00:00)","Customer Order","1500.0","","","","","","1970-01-01 00:00:00+00:00","co264","SNAPSHOT","49452"
"(co265,1970-01-01 00:00:00+00:00)","Customer Order","600.0","","","","","","1970-01-01 00:00:00+00:00","co265","SNAPSHOT","49453"
"(co266,1970-01-01 00:00:00+00:00)","Customer Order","350.0","","","","","","1970-01-01 00:00:00+00:00","co266","SNAPSHOT","49454"
"(co267,1970-01-01 00:00:00+00:00)","Customer Order","1350.0","","","","","","1970-01-01 00:00:00+00:00","co267","SNAPSHOT","49455"
"(co268,1970-01-01 00:00:00+00:00)","Customer Order","1000.0","","","","","","1970-01-01 00:00:00+00:00","co268","SNAPSHOT","49456"
"(co269,1970-01-01 00:00:00+00:00)","Customer Order","800.0","","","","","","1970-01-01 00:00:00+00:00","co269","SNAPSHOT","49457"
"(co27,1970-01-01 00:00:00+00:00)","Customer Order","750.0","","","","","","1970-01-01 00:00:00+00:00","co27","SNAPSHOT","49458"
"(co270,1970-01-01 00:00:00+00:00)","Customer Order","550.0","","","","","","1970-01-01 00:00:00+00:00","co270","SNAPSHOT","49459"
"(co271,1970-01-01 00:00:00+00:00)","Customer Order","450.0","","","","","","1970-01-01 00:00:00+00:00","co271","SNAPSHOT","49460"
"(co272,1970-01-01 00:00:00+00:00)","Customer Order","800.0","","","","","","1970-01-01 00:00:00+00:00","co272","SNAPSHOT","49461"
