"EventID","timestamp","Activity",":LABEL","id:ID"
"collect_hu52","2023-05-29 13:11:53+00:00","Collect Goods","EVENT","169"
"load_truck_hu46","2023-05-29 13:11:53+00:00","Load Truck","EVENT","170"
"collect_hu34","2023-05-29 13:14:08+00:00","Collect Goods","EVENT","171"
"load_truck_hu52","2023-05-29 13:14:08+00:00","Load Truck","EVENT","172"
"collect_hu50","2023-05-29 13:20:15+00:00","Collect Goods","EVENT","173"
"load_truck_hu34","2023-05-29 13:20:15+00:00","Load Truck","EVENT","174"
"collect_hu30","2023-05-29 13:26:12+00:00","Collect Goods","EVENT","175"
"load_truck_hu50","2023-05-29 13:26:12+00:00","Load Truck","EVENT","176"
"collect_hu43","2023-05-29 13:30:19+00:00","Collect Goods","EVENT","177"
"load_truck_hu30","2023-05-29 13:30:19+00:00","Load Truck","EVENT","178"
"load_truck_hu43","2023-05-29 13:32:49+00:00","Load Truck","EVENT","179"
"pick_cr5","2023-05-29 13:43:58+00:00","Pick Up Empty Container","EVENT","180"
"collect_hu56","2023-05-29 13:43:58+00:00","Collect Goods","EVENT","181"
"drive_term_cr14","2023-05-29 13:43:58+00:00","Drive to Terminal","EVENT","182"
"collect_hu57","2023-05-29 13:45:13+00:00","Collect Goods","EVENT","183"
"drive_term_cr15","2023-05-29 13:45:21+00:00","Drive to Terminal","EVENT","184"
"weigh_cr14","2023-05-29 13:46:58+00:00","Weigh","EVENT","185"
"stock_cr14","2023-05-29 13:49:51+00:00","Place in Stock","EVENT","186"
"weigh_cr15","2023-05-29 13:49:54+00:00","Weigh","EVENT","187"
"stock_cr15","2023-05-29 13:51:24+00:00","Place in Stock","EVENT","188"
"drive_term_cr11","2023-05-29 13:55:04+00:00","Drive to Terminal","EVENT","189"
"drive_term_cr16","2023-05-29 13:55:04+00:00","Drive to Terminal","EVENT","190"
"pick_cr24","2023-05-29 13:55:56+00:00","Pick Up Empty Container","EVENT","191"
"collect_hu58","2023-05-29 13:55:56+00:00","Collect Goods","EVENT","192"
"weigh_cr11","2023-05-29 13:56:13+00:00","Weigh","EVENT","193"
"stock_cr11","2023-05-29 13:58:49+00:00","Place in Stock","EVENT","194"
"weigh_cr16","2023-05-29 13:59:44+00:00","Weigh","EVENT","195"
"create_td8","2023-05-29 14:01:39+00:00","Create Transport Document","EVENT","196"
"create_td9","2023-05-29 14:18:08+00:00","Create Transport Document","EVENT","197"
"book_vehs_td7","2023-05-29 14:23:43+00:00","Book Vehicles","EVENT","198"
"book_vehs_td9","2023-05-29 14:27:06+00:00","Book Vehicles","EVENT","199"
"drive_term_cr12","2023-05-29 14:30:46+00:00","Drive to Terminal","EVENT","200"
"weigh_cr12","2023-05-29 14:35:33+00:00","Weigh","EVENT","201"
"stock_cr12","2023-05-29 14:39:34+00:00","Place in Stock","EVENT","202"
"drive_term_cr10","2023-05-29 14:47:41+00:00","Drive to Terminal","EVENT","203"
"weigh_cr10","2023-05-29 14:48:36+00:00","Weigh","EVENT","204"
"stock_cr10","2023-05-29 14:51:50+00:00","Place in Stock","EVENT","205"
"load_truck_hu57","2023-05-29 14:52:21+00:00","Load Truck","EVENT","206"
"load_truck_hu56","2023-05-29 14:54:58+00:00","Load Truck","EVENT","207"
"to_bay_cr16","2023-05-29 15:03:30+00:00","Bring to Loading Bay","EVENT","208"
"load_veh_cr16","2023-05-29 15:05:37+00:00","Load to Vehicle","EVENT","209"
"load_truck_hu58","2023-05-29 15:18:50+00:00","Load Truck","EVENT","210"
"reg_co11","2023-05-29 16:06:38+00:00","Register Customer Order","EVENT","211"
"drive_term_cr5","2023-05-29 16:31:59+00:00","Drive to Terminal","EVENT","212"
"weigh_cr5","2023-05-29 16:42:04+00:00","Weigh","EVENT","213"
"drive_term_cr24","2023-05-29 16:59:24+00:00","Drive to Terminal","EVENT","214"
"pick_cr1","2023-05-29 17:21:01+00:00","Pick Up Empty Container","EVENT","215"
"collect_hu60","2023-05-29 17:21:01+00:00","Collect Goods","EVENT","216"
"collect_hu63","2023-05-30 05:28:07+00:00","Collect Goods","EVENT","217"
"collect_hu64","2023-05-30 05:30:06+00:00","Collect Goods","EVENT","218"
"collect_hu61","2023-05-30 05:38:53+00:00","Collect Goods","EVENT","219"
"stock_cr5","2023-05-30 05:42:26+00:00","Place in Stock","EVENT","220"
"book_vehs_td8","2023-05-30 05:46:23+00:00","Book Vehicles","EVENT","221"
"collect_hu62","2023-05-30 05:49:33+00:00","Collect Goods","EVENT","222"
"load_truck_hu63","2023-05-30 06:00:42+00:00","Load Truck","EVENT","223"
"weigh_cr24","2023-05-30 06:01:40+00:00","Weigh","EVENT","224"
"load_truck_hu64","2023-05-30 06:01:58+00:00","Load Truck","EVENT","225"
"load_truck_hu61","2023-05-30 06:03:08+00:00","Load Truck","EVENT","226"
"load_truck_hu60","2023-05-30 06:06:34+00:00","Load Truck","EVENT","227"
"pick_cr21","2023-05-30 06:08:03+00:00","Pick Up Empty Container","EVENT","228"
"stock_cr24","2023-05-30 06:08:04+00:00","Place in Stock","EVENT","229"
"collect_hu59","2023-05-30 06:51:24+00:00","Collect Goods","EVENT","230"
"load_truck_hu62","2023-05-30 06:51:24+00:00","Load Truck","EVENT","231"
"collect_hu66","2023-05-30 06:54:17+00:00","Collect Goods","EVENT","232"
"load_truck_hu59","2023-05-30 06:54:17+00:00","Load Truck","EVENT","233"
"order_crs_td7","2023-05-30 07:53:03+00:00","Order Empty Containers","EVENT","234"
"collect_hu70","2023-05-30 07:56:53+00:00","Collect Goods","EVENT","235"
"load_truck_hu66","2023-05-30 07:56:53+00:00","Load Truck","EVENT","236"
"order_crs_td9","2023-05-30 07:58:06+00:00","Order Empty Containers","EVENT","237"
"pick_cr33","2023-05-30 07:58:06+00:00","Pick Up Empty Container","EVENT","238"
"create_td10","2023-05-30 08:39:18+00:00","Create Transport Document","EVENT","239"
"drive_term_cr1","2023-05-30 08:58:48+00:00","Drive to Terminal","EVENT","240"
"weigh_cr1","2023-05-30 08:59:37+00:00","Weigh","EVENT","241"
"depart_vh1","2023-05-30 09:00:00+00:00","Depart","EVENT","242"
"collect_hu65","2023-05-30 09:01:36+00:00","Collect Goods","EVENT","243"
"load_truck_hu70","2023-05-30 09:01:36+00:00","Load Truck","EVENT","244"
"collect_hu67","2023-05-30 09:03:09+00:00","Collect Goods","EVENT","245"
"collect_hu75","2023-05-30 09:03:46+00:00","Collect Goods","EVENT","246"
"load_truck_hu65","2023-05-30 09:05:32+00:00","Load Truck","EVENT","247"
"load_truck_hu67","2023-05-30 09:09:00+00:00","Load Truck","EVENT","248"
"collect_hu68","2023-05-30 09:10:45+00:00","Collect Goods","EVENT","249"
"collect_hu73","2023-05-30 09:12:58+00:00","Collect Goods","EVENT","250"
"load_truck_hu68","2023-05-30 09:12:58+00:00","Load Truck","EVENT","251"
"collect_hu74","2023-05-30 09:15:00+00:00","Collect Goods","EVENT","252"
"load_truck_hu75","2023-05-30 09:15:57+00:00","Load Truck","EVENT","253"
"load_truck_hu73","2023-05-30 09:19:11+00:00","Load Truck","EVENT","254"
"collect_hu76","2023-05-30 09:21:46+00:00","Collect Goods","EVENT","255"
"load_truck_hu74","2023-05-30 09:21:46+00:00","Load Truck","EVENT","256"
"collect_hu69","2023-05-30 09:22:25+00:00","Collect Goods","EVENT","257"
"load_truck_hu76","2023-05-30 09:25:32+00:00","Load Truck","EVENT","258"
"collect_hu71","2023-05-30 09:27:48+00:00","Collect Goods","EVENT","259"
"load_truck_hu69","2023-05-30 09:27:48+00:00","Load Truck","EVENT","260"
"order_crs_td8","2023-05-30 09:27:52+00:00","Order Empty Containers","EVENT","261"
"collect_hu72","2023-05-30 09:29:32+00:00","Collect Goods","EVENT","262"
"load_truck_hu71","2023-05-30 09:29:32+00:00","Load Truck","EVENT","263"
"load_truck_hu72","2023-05-30 09:32:31+00:00","Load Truck","EVENT","264"
"drive_term_cr21","2023-05-30 09:38:23+00:00","Drive to Terminal","EVENT","265"
"weigh_cr21","2023-05-30 09:44:14+00:00","Weigh","EVENT","266"
"drive_term_cr33","2023-05-30 09:44:49+00:00","Drive to Terminal","EVENT","267"
"stock_cr21","2023-05-30 09:45:33+00:00","Place in Stock","EVENT","268"
"weigh_cr33","2023-05-30 09:46:20+00:00","Weigh","EVENT","269"
"book_vehs_td10","2023-05-30 09:49:14+00:00","Book Vehicles","EVENT","270"
"stock_cr33","2023-05-30 09:51:06+00:00","Place in Stock","EVENT","271"
"stock_cr1","2023-05-30 10:02:07+00:00","Place in Stock","EVENT","272"
"reg_co12","2023-05-30 10:07:58+00:00","Register Customer Order","EVENT","273"
"pick_cr28","2023-05-30 14:20:33+00:00","Pick Up Empty Container","EVENT","274"
"collect_hu78","2023-05-30 14:20:33+00:00","Collect Goods","EVENT","275"
"collect_hu77","2023-05-30 14:22:20+00:00","Collect Goods","EVENT","276"
"order_crs_td10","2023-05-30 14:22:28+00:00","Order Empty Containers","EVENT","277"
"collect_hu82","2023-05-30 14:29:02+00:00","Collect Goods","EVENT","278"
"collect_hu80","2023-05-30 14:33:48+00:00","Collect Goods","EVENT","279"
"collect_hu81","2023-05-30 14:35:37+00:00","Collect Goods","EVENT","280"
"collect_hu79","2023-05-30 14:37:31+00:00","Collect Goods","EVENT","281"
"load_truck_hu81","2023-05-30 14:45:17+00:00","Load Truck","EVENT","282"
"load_truck_hu77","2023-05-30 14:49:25+00:00","Load Truck","EVENT","283"
"load_truck_hu79","2023-05-30 14:54:06+00:00","Load Truck","EVENT","284"
"load_truck_hu82","2023-05-30 14:57:33+00:00","Load Truck","EVENT","285"
"load_truck_hu78","2023-05-30 14:59:54+00:00","Load Truck","EVENT","286"
"pick_cr35","2023-05-30 15:31:41+00:00","Pick Up Empty Container","EVENT","287"
"collect_hu88","2023-05-30 15:31:41+00:00","Collect Goods","EVENT","288"
"reg_co13","2023-05-30 15:40:38+00:00","Register Customer Order","EVENT","289"
"collect_hu84","2023-05-30 15:56:17+00:00","Collect Goods","EVENT","290"
"load_truck_hu80","2023-05-30 16:10:00+00:00","Load Truck","EVENT","291"
"pick_cr26","2023-05-30 16:28:08+00:00","Pick Up Empty Container","EVENT","292"
"collect_hu93","2023-05-30 17:11:32+00:00","Collect Goods","EVENT","293"
"pick_cr29","2023-05-30 19:59:08+00:00","Pick Up Empty Container","EVENT","294"
"collect_hu100","2023-05-31 05:25:28+00:00","Collect Goods","EVENT","295"
"collect_hu83","2023-05-31 05:31:42+00:00","Collect Goods","EVENT","296"
"collect_hu91","2023-05-31 05:36:05+00:00","Collect Goods","EVENT","297"
"collect_hu87","2023-05-31 05:38:07+00:00","Collect Goods","EVENT","298"
"load_truck_hu84","2023-05-31 05:42:34+00:00","Load Truck","EVENT","299"
"load_truck_hu88","2023-05-31 05:44:21+00:00","Load Truck","EVENT","300"
"collect_hu97","2023-05-31 05:45:43+00:00","Collect Goods","EVENT","301"
"load_truck_hu83","2023-05-31 05:46:32+00:00","Load Truck","EVENT","302"
"load_truck_hu87","2023-05-31 05:50:34+00:00","Load Truck","EVENT","303"
"collect_hu89","2023-05-31 05:53:45+00:00","Collect Goods","EVENT","304"
"collect_hu99","2023-05-31 05:55:32+00:00","Collect Goods","EVENT","305"
"load_truck_hu91","2023-05-31 06:01:22+00:00","Load Truck","EVENT","306"
"load_truck_hu89","2023-05-31 06:02:55+00:00","Load Truck","EVENT","307"
"load_truck_hu93","2023-05-31 06:10:22+00:00","Load Truck","EVENT","308"
"pick_cr32","2023-05-31 06:15:10+00:00","Pick Up Empty Container","EVENT","309"
"load_truck_hu97","2023-05-31 06:39:03+00:00","Load Truck","EVENT","310"
"load_truck_hu100","2023-05-31 06:40:15+00:00","Load Truck","EVENT","311"
"collect_hu95","2023-05-31 07:04:08+00:00","Collect Goods","EVENT","312"
"load_truck_hu99","2023-05-31 07:04:08+00:00","Load Truck","EVENT","313"
"collect_hu105","2023-05-31 07:05:54+00:00","Collect Goods","EVENT","314"
"load_truck_hu95","2023-05-31 07:05:54+00:00","Load Truck","EVENT","315"
"collect_hu102","2023-05-31 07:07:26+00:00","Collect Goods","EVENT","316"
"load_truck_hu105","2023-05-31 07:07:26+00:00","Load Truck","EVENT","317"
"collect_hu94","2023-05-31 07:09:00+00:00","Collect Goods","EVENT","318"
"load_truck_hu102","2023-05-31 07:09:03+00:00","Load Truck","EVENT","319"
"collect_hu104","2023-05-31 07:13:23+00:00","Collect Goods","EVENT","320"
"load_truck_hu94","2023-05-31 07:13:23+00:00","Load Truck","EVENT","321"
"collect_hu85","2023-05-31 07:16:22+00:00","Collect Goods","EVENT","322"
"load_truck_hu104","2023-05-31 07:16:22+00:00","Load Truck","EVENT","323"
"drive_term_cr28","2023-05-31 07:18:30+00:00","Drive to Terminal","EVENT","324"
"collect_hu101","2023-05-31 07:19:39+00:00","Collect Goods","EVENT","325"
"load_truck_hu85","2023-05-31 07:19:39+00:00","Load Truck","EVENT","326"
"collect_hu103","2023-05-31 07:20:23+00:00","Collect Goods","EVENT","327"
"load_truck_hu101","2023-05-31 07:20:23+00:00","Load Truck","EVENT","328"
"weigh_cr28","2023-05-31 07:20:32+00:00","Weigh","EVENT","329"
"collect_hu98","2023-05-31 07:22:34+00:00","Collect Goods","EVENT","330"
"load_truck_hu103","2023-05-31 07:22:34+00:00","Load Truck","EVENT","331"
"collect_hu92","2023-05-31 07:24:18+00:00","Collect Goods","EVENT","332"
"load_truck_hu98","2023-05-31 07:24:18+00:00","Load Truck","EVENT","333"
"stock_cr28","2023-05-31 07:24:38+00:00","Place in Stock","EVENT","334"
"collect_hu90","2023-05-31 07:31:25+00:00","Collect Goods","EVENT","335"
"load_truck_hu92","2023-05-31 07:31:25+00:00","Load Truck","EVENT","336"
"collect_hu106","2023-05-31 07:33:26+00:00","Collect Goods","EVENT","337"
"load_truck_hu90","2023-05-31 07:36:00+00:00","Load Truck","EVENT","338"
"collect_hu86","2023-05-31 07:36:26+00:00","Collect Goods","EVENT","339"
"load_truck_hu106","2023-05-31 07:36:26+00:00","Load Truck","EVENT","340"
"collect_hu96","2023-05-31 07:40:05+00:00","Collect Goods","EVENT","341"
"load_truck_hu86","2023-05-31 07:40:05+00:00","Load Truck","EVENT","342"
"load_truck_hu96","2023-05-31 07:41:31+00:00","Load Truck","EVENT","343"
"drive_term_cr32","2023-05-31 07:48:50+00:00","Drive to Terminal","EVENT","344"
"drive_term_cr35","2023-05-31 07:54:14+00:00","Drive to Terminal","EVENT","345"
"drive_term_cr29","2023-05-31 07:54:16+00:00","Drive to Terminal","EVENT","346"
"weigh_cr32","2023-05-31 07:54:20+00:00","Weigh","EVENT","347"
"weigh_cr35","2023-05-31 07:56:46+00:00","Weigh","EVENT","348"
"stock_cr32","2023-05-31 07:56:55+00:00","Place in Stock","EVENT","349"
"stock_cr35","2023-05-31 07:57:35+00:00","Place in Stock","EVENT","350"
"weigh_cr29","2023-05-31 07:58:56+00:00","Weigh","EVENT","351"
"stock_cr29","2023-05-31 07:59:56+00:00","Place in Stock","EVENT","352"
"pick_cr36","2023-05-31 08:48:47+00:00","Pick Up Empty Container","EVENT","353"
"collect_hu108","2023-05-31 08:48:47+00:00","Collect Goods","EVENT","354"
